CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,HighSchool,College,AverageBalance,LoanDefault
54,54,0,0,1,0,0,0,1268.8,No
186,37,0,0,0,0,0,0,1185.6,No
224,32,0,0,0,0,1,0,282.1,No
263,35,0,0,1,0,1,0,689,No
280,36,0,0,0,1,1,0,170.3,No
368,40,0,0,0,0,1,0,1718.6,No
402,32,0,0,0,0,1,0,920.4,No
419,56,0,0,0,1,1,0,565.5,Yes
512,25,0,0,0,0,1,0,68.9,Yes
543,50,0,0,0,1,1,0,650,Yes
550,31,0,0,0,0,1,0,465.4,No
700,36,0,0,0,0,1,0,175,No
738,36,0,0,0,1,1,0,638.3,Yes
744,33,0,0,0,0,1,0,1587.3,No
810,31,0,0,0,0,1,0,971.1,No
881,40,0,0,1,0,1,0,865.8,No
904,37,0,0,0,0,1,0,1385.8,No
923,40,0,0,1,0,1,0,362.7,Yes
953,33,0,0,1,0,1,0,877.5,Yes
992,39,0,0,1,0,1,0,158,Yes
1004,38,0,0,0,1,1,0,859.3,No
1082,30,0,0,1,0,1,0,1219.4,Yes
1161,28,0,0,0,0,1,0,32.5,No
1177,58,0,0,1,0,1,0,1903.2,No
1213,40,0,0,1,0,1,0,1231.1,No
1253,49,0,0,1,0,1,0,2324.4,No
1294,50,0,0,1,0,1,0,568.1,Yes
1305,37,0,0,0,1,1,0,392.6,Yes
1307,29,0,0,0,0,1,0,123.5,Yes
1310,48,0,0,0,0,1,0,1628.9,No
1342,59,0,0,1,0,1,0,1774.5,No
1378,42,0,0,1,0,1,0,11.7,Yes
1430,44,0,0,1,0,1,0,14,Yes
1481,37,0,0,1,0,1,0,13,No
1487,26,0,0,1,0,1,0,497.9,No
1525,31,0,0,0,0,1,0,5.2,Yes
1536,27,0,0,0,0,1,0,143,Yes
1569,32,0,0,0,0,1,0,22.1,Yes
1649,27,0,0,1,0,1,0,672.1,Yes
1767,38,0,0,0,0,1,0,79.3,Yes
1812,38,0,0,0,1,1,0,171,Yes
1941,41,0,0,1,0,1,0,2173.6,No
1948,28,0,0,0,0,1,0,299,No
1973,39,0,0,1,0,1,0,135.2,Yes
2053,40,0,0,1,0,1,0,577.2,Yes
2088,42,0,0,0,0,1,0,5645.9,No
2093,27,0,0,0,0,1,0,1443,Yes
2153,47,0,0,1,0,1,0,3991,No
2192,45,0,0,1,0,1,0,742.3,Yes
2236,36,0,0,0,0,1,0,10.4,No
2258,31,0,0,1,0,1,0,66.3,Yes
2287,41,0,0,1,0,1,0,156,Yes
2493,45,0,0,0,1,1,0,10441.6,No
2538,42,0,0,0,1,1,0,939.9,Yes
2594,32,0,0,1,0,1,0,977.6,No
2601,41,0,0,0,0,1,0,57,Yes
2629,54,0,0,1,0,1,0,1415.7,Yes
2636,30,0,0,1,0,1,0,465.4,No
2752,47,0,0,0,0,1,0,19.5,No
2776,38,0,0,0,0,1,0,739.7,No
2785,55,0,0,0,0,1,0,1281.8,Yes
2818,52,0,0,0,1,1,0,1006.2,No
2849,30,0,0,1,0,1,0,29.9,Yes
