CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,HighSchool,College,AverageBalance,LoanDefault
1,36,0,0,0,0,0,0,222.3,No
2,46,0,0,1,0,0,0,358.8,No
3,41,0,0,0,1,0,0,5291,No
4,47,0,0,1,0,0,0,249.6,No
5,52,0,0,1,0,0,0,351,No
6,36,0,0,0,0,0,0,118.3,No
7,35,0,0,1,0,0,0,176.8,No
8,46,0,0,1,0,0,0,52,No
9,49,0,0,0,0,0,0,235.3,No
10,49,0,0,1,0,0,0,595.4,No
11,37,0,0,1,0,0,0,314.6,No
12,56,0,0,1,0,0,0,262.6,No
13,34,0,0,0,1,0,0,12439.7,No
14,56,0,0,0,1,0,0,232.7,No
15,29,0,0,1,0,0,0,811.2,No
16,43,0,0,1,0,0,0,19.5,No
17,57,0,0,0,1,0,0,816.4,No
18,51,0,0,1,0,0,0,855.4,No
19,44,0,0,1,0,0,0,322.4,No
20,39,0,0,1,0,0,0,570.7,No
21,51,0,0,1,0,0,0,1729,No
22,41,0,0,1,0,0,0,397.8,No
23,47,0,0,0,1,0,0,464.1,No
24,46,0,0,1,0,0,0,40.3,No
25,57,0,0,0,1,0,0,1.3,No
26,53,0,0,1,0,0,0,296.4,No
27,58,0,0,1,0,0,0,1142.7,No
28,35,0,0,0,0,0,0,10.4,No
29,52,0,0,0,0,0,0,115,No
30,32,0,0,1,0,0,0,1756.3,No
31,49,0,0,0,1,0,0,451.1,No
32,49,0,0,1,0,0,0,396.5,No
33,43,0,0,1,0,0,0,408.2,No
34,48,0,0,1,0,0,0,3.9,No
35,40,0,0,1,0,0,0,245.7,No
36,42,0,0,1,0,0,0,2011.1,No
37,30,0,0,1,0,0,0,222.3,No
38,33,0,0,0,0,0,0,335.4,No
39,43,0,0,1,0,0,0,670.8,No
40,51,0,0,1,0,0,0,1225.9,No
41,40,0,0,1,0,0,0,1708.2,No
42,30,0,0,0,1,0,0,1341.6,No
43,45,0,0,1,0,0,0,1163.5,No
44,50,0,0,1,0,0,0,557.7,No
45,42,0,0,0,0,0,0,817.7,No
46,52,0,0,1,0,0,0,417.3,No
47,52,0,0,1,0,0,0,2931.5,No
48,59,0,0,1,0,0,0,3291.6,No
49,34,0,0,1,0,0,0,310.7,No
50,38,0,0,1,0,0,0,144,No
51,47,0,0,1,0,0,0,88.4,No
52,33,0,0,0,1,0,0,1840.8,No
53,31,0,0,0,0,0,0,341.9,No
54,54,0,0,1,0,0,0,1268.8,No
55,56,0,0,0,1,0,0,269.1,No
56,46,0,0,1,0,0,0,435.5,No
57,31,0,0,1,0,0,0,461.5,No
58,51,0,0,1,0,0,0,2965.3,No
59,58,0,0,1,0,0,0,713.7,No
60,39,0,0,0,0,0,0,3646.5,No
61,38,0,0,1,0,0,0,3.9,No
62,43,0,0,1,0,0,0,626.6,No
63,46,0,0,1,0,0,0,773.5,No
64,45,0,0,0,1,0,0,2349.1,No
65,54,0,0,0,1,0,0,47,No
66,37,0,0,1,0,0,0,5086.9,No
67,38,0,0,1,0,0,0,1933.1,No
68,58,0,0,1,0,0,0,2901.6,No
69,38,0,0,1,0,0,0,603.2,No
70,37,0,0,1,0,0,0,9370.4,No
71,39,0,0,1,0,0,0,308.1,No
72,35,0,0,0,0,0,0,3061.5,No
73,57,0,0,0,1,0,0,1283.1,No
74,48,0,0,0,0,0,0,1401.4,No
75,40,0,0,1,0,0,0,23,No
76,50,0,0,1,0,0,0,358.8,No
77,52,0,0,1,0,0,0,83.2,No
78,48,0,0,1,0,0,0,789.1,No
79,26,0,0,0,0,0,0,158.6,No
80,30,0,0,1,0,0,0,52,No
81,35,0,0,1,0,0,0,2592.2,No
82,37,0,0,1,0,0,0,278.2,No
83,41,0,0,1,0,0,0,5834.4,No
84,57,0,0,1,0,0,0,505.7,No
85,50,0,0,1,0,0,0,97.5,No
86,36,0,0,0,1,0,0,295.1,No
87,56,0,0,0,1,0,0,170,No
88,26,0,0,0,0,0,0,686.4,No
89,43,0,0,1,0,0,0,509.6,No
90,55,0,0,1,0,0,0,445.9,No
91,52,0,0,1,0,0,0,61,No
92,60,0,0,1,0,0,0,891.8,No
93,60,0,0,1,0,0,0,577.2,No
94,59,0,0,1,0,0,0,5703.1,No
95,46,0,0,0,1,0,0,661.7,No
96,57,0,0,1,0,0,0,279.5,No
97,53,0,0,0,0,0,0,129,No
98,46,0,0,0,1,0,0,656.5,No
99,49,0,0,1,0,0,0,319.8,No
100,38,0,0,1,0,0,0,227.5,No
101,46,0,0,0,1,0,0,65,No
102,51,0,0,1,0,0,0,748.8,No
103,38,0,0,1,0,0,0,60,No
104,44,0,0,1,0,0,0,119.6,No
105,59,0,0,0,1,0,0,135,No
106,50,0,0,0,0,0,0,1777.1,No
107,54,0,0,1,0,0,0,20,No
108,34,0,0,1,0,0,0,535.6,No
109,59,0,0,1,0,0,0,8043.1,No
110,59,0,0,1,0,0,0,1352,No
111,42,0,0,1,0,0,0,605.8,No
112,48,0,0,1,0,0,0,4737.2,No
113,45,0,0,0,0,0,0,2354.3,No
114,57,0,0,1,0,0,0,9096.1,No
115,53,0,0,1,0,0,0,8164,No
116,52,0,0,1,0,0,0,1056.9,No
117,57,0,0,1,0,0,0,371.8,No
118,48,0,0,1,0,0,0,5796.7,No
119,57,0,0,1,0,0,0,1108.9,No
120,52,0,0,1,0,0,0,265.2,No
121,55,0,0,1,0,0,0,97,No
122,58,0,0,1,0,0,0,41,No
123,51,0,0,1,0,0,0,224.9,No
124,50,0,0,1,0,0,0,106.6,No
125,60,0,0,1,0,0,0,53.3,No
126,44,0,0,0,1,0,0,557.7,No
127,57,0,0,1,0,0,0,2202.2,No
128,39,0,0,1,0,0,0,173,No
129,41,0,0,1,0,0,0,794.3,No
130,47,0,0,0,1,0,0,1423.5,No
131,52,0,0,1,0,0,0,8171.8,No
132,50,0,0,0,1,0,0,11157.9,No
133,52,0,0,1,0,0,0,3107,No
134,47,0,0,0,0,0,0,887.9,No
135,40,0,0,1,0,0,0,93.6,No
136,55,0,0,1,0,0,0,414.7,No
137,44,0,0,1,0,0,0,165.1,No
138,50,0,0,1,0,0,0,643.5,No
139,45,0,0,1,0,0,0,529.1,No
140,59,0,0,1,0,0,0,1142.7,No
141,54,0,0,1,0,0,0,35,No
142,46,0,0,1,0,0,0,609.7,No
143,48,0,0,1,0,0,0,3.9,No
144,52,0,0,1,0,0,0,2965.3,No
145,43,0,0,1,0,0,0,509.6,No
146,37,0,0,0,0,0,0,118.3,No
147,46,0,0,1,0,0,0,124.8,No
148,49,0,0,1,0,0,0,891.8,No
149,56,0,0,1,0,0,0,73,No
150,48,0,0,1,0,0,0,5796.7,No
151,54,0,0,1,0,0,0,709.8,No
152,30,0,0,1,0,0,0,11.7,No
153,57,0,0,0,1,0,0,269.1,No
154,52,0,0,1,0,0,0,270.4,No
155,39,0,0,1,0,0,0,663,No
156,33,0,0,1,0,0,0,648.7,No
157,47,0,0,0,0,0,0,887.9,No
158,37,0,0,1,0,0,0,244.4,No
159,36,0,0,0,1,0,0,1465.1,No
160,38,0,0,1,0,0,0,5086.9,No
161,57,0,0,1,0,0,0,262.6,No
162,41,0,0,1,0,0,0,1708.2,No
163,27,0,0,1,0,0,0,513.5,No
164,29,0,0,1,0,0,0,170.3,No
165,45,0,0,0,1,0,0,557.7,No
166,57,0,0,1,0,0,0,1454.7,No
167,41,0,0,1,0,0,0,1710.8,No
168,56,0,0,1,0,0,0,2711.8,No
169,52,0,0,1,0,0,0,748.8,No
170,59,0,0,0,1,0,0,248.3,No
171,51,0,0,1,0,0,0,2.6,No
172,35,0,0,1,0,0,0,297.7,No
173,41,0,0,1,0,0,0,130,No
174,47,0,0,1,0,0,0,40.3,No
175,50,0,0,1,0,0,0,595.4,No
176,34,0,0,0,0,0,0,144,No
177,52,0,0,1,0,0,0,582.4,No
178,53,0,0,0,0,0,0,49,No
179,53,0,0,1,0,0,0,169,No
180,39,0,0,1,0,0,0,577.2,No
181,40,0,0,0,0,0,0,2561,No
182,46,0,0,0,1,0,0,2349.1,No
183,45,0,0,1,0,0,0,704.6,No
184,35,0,0,1,0,0,0,245.7,No
185,54,0,0,1,0,0,0,15191.8,No
186,37,0,0,0,0,0,0,1185.6,No
187,40,0,0,1,0,0,0,167.7,No
188,34,0,0,1,0,0,0,535.6,No
189,34,0,0,0,0,0,0,371.8,No
190,50,0,0,1,0,0,0,319.8,No
191,49,0,0,0,1,0,0,145.6,No
192,53,0,0,1,0,0,0,304.2,No
193,49,0,0,0,0,0,0,851.5,No
194,40,0,0,0,0,0,0,1099.8,No
195,34,0,0,1,0,0,0,152,No
196,57,0,0,0,1,0,0,232.7,No
197,49,0,0,1,0,0,0,219.7,No
198,50,0,0,0,0,0,0,235.3,No
199,30,0,0,1,0,0,0,811.2,No
200,33,0,0,0,0,0,0,335.4,No
201,27,0,0,0,0,0,0,686.4,No
202,28,0,0,0,0,0,0,32.5,No
203,56,0,0,1,0,0,0,4630.6,No
204,67,0,0,1,0,0,0,1420.9,No
205,42,0,0,1,0,0,0,397.8,No
206,58,0,0,1,0,0,0,1454.7,No
207,46,0,0,0,1,0,0,557.7,No
208,72,0,0,1,0,0,0,3017.3,No
209,72,0,0,1,0,0,0,3017.3,No
210,41,0,0,0,1,1,0,351,No
211,29,0,0,0,0,1,0,507,No
212,44,0,0,1,0,1,0,483.6,No
213,60,0,0,1,0,1,0,50.7,No
214,36,0,0,0,1,1,0,657.8,No
215,37,0,0,0,0,1,0,115,No
216,42,0,0,0,0,1,0,98.8,No
217,45,0,0,0,0,1,0,267.8,No
218,59,0,0,1,0,1,0,3045.9,No
219,56,0,0,1,0,1,0,58.5,No
220,60,0,0,1,0,1,0,377,No
221,34,0,0,1,0,1,0,79.3,No
222,41,0,0,1,0,1,0,456.3,No
223,29,0,0,0,0,1,0,1063.4,No
224,32,0,0,0,0,1,0,282.1,No
225,55,0,0,0,0,1,0,1042.6,No
226,26,0,0,0,0,1,0,106.6,No
227,60,0,0,0,1,1,0,119.6,No
228,53,0,0,0,1,1,0,1496.3,No
229,42,0,0,1,0,1,0,578.5,No
230,47,0,0,1,0,1,0,284.7,No
231,53,0,0,0,1,1,0,409.5,No
232,44,0,0,0,1,1,0,85.8,No
233,38,0,0,1,0,1,0,83,No
234,49,0,0,1,0,1,0,556.4,No
235,39,0,0,0,1,1,0,453.7,No
